task,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_features,time_window
binary,DT,PGD-10-SNN,0.1,0.8206892033542977,0.8212845332255994,0.46311582809224316,0.43602522549954686,0.35757337526205457,0.27096481809607753,0.27096481809607753,0.8772929769392034,263.0, (1hours)
binary,DT,PGD-10-SNN,0.2,0.8206892033542977,0.8212845332255994,0.4371724318658281,0.41287259995913916,0.38351677148846963,0.31626320733470004,0.31626320733470004,0.8772929769392034,263.0, (1hours)
binary,DT,PGD-10-SNN,0.3,0.8206892033542977,0.8212845332255994,0.42872117400419285,0.408465838154549,0.39196802935010483,0.33900432717805895,0.33900432717805895,0.8772929769392034,263.0, (1hours)
binary,DT,PGD-20-SNN,0.05,0.8206892033542977,0.8212845332255994,0.47923218029350106,0.4502152657057718,0.3414570230607966,0.24387539347536127,0.24387539347536127,0.8772929769392034,263.0, (1hours)
binary,DT,PGD-20-SNN,0.1,0.8206892033542977,0.8212845332255994,0.46154350104821806,0.43525426794501987,0.3591457023060797,0.2760018311164429,0.2760018311164429,0.8772929769392034,263.0, (1hours)
binary,DT,PGD-20-SNN,0.2,0.8206892033542977,0.8212845332255994,0.4363207547169811,0.41266192494902054,0.38436844863731656,0.3179352367116018,0.3179352367116018,0.8772929769392034,263.0, (1hours)
binary,DT,PGD-20-SNN,0.3,0.8206892033542977,0.8212845332255994,0.42669025157232704,0.4075533345000162,0.39399895178197064,0.3435219076510419,0.3435219076510419,0.8772929769392034,263.0, (1hours)
binary,LightGBM,BBA,0.05,0.8449947589098532,0.8446540575043162,0.16031184486373165,0.17996974228412568,0.6846829140461216,0.7222287474543836,0.7222287474543836,0.8974056603773585,263.0, (1hours)
binary,LightGBM,BBA,0.1,0.8449947589098532,0.8446540575043162,0.1495676100628931,0.16937329352542346,0.6954271488469602,0.7408976980550819,0.7408976980550819,0.8974056603773585,263.0, (1hours)
binary,LightGBM,BBA,0.2,0.8449947589098532,0.8446540575043162,0.13515461215932914,0.15493238379128882,0.7098401467505241,0.7659163351544203,0.7659163351544203,0.8974056603773585,263.0, (1hours)
binary,LightGBM,BBA,0.3,0.8449947589098532,0.8446540575043162,0.12113469601677149,0.14051382628048786,0.7238600628930818,0.7902405109034554,0.7902405109034554,0.8974056603773585,263.0, (1hours)
binary,LightGBM,DBA-style,0.05,0.8449947589098532,0.8446540575043162,0.49927935010482183,0.4945384293905798,0.3457154088050315,0.2826266641316855,0.2826266641316855,0.8974056603773585,263.0, (1hours)
binary,LightGBM,DBA-style,0.1,0.8449947589098532,0.8446540575043162,0.41627358490566035,0.3852762665530921,0.4287211740041929,0.2836546596015034,0.2836546596015034,0.8974056603773585,263.0, (1hours)
binary,LightGBM,DBA-style,0.2,0.8449947589098532,0.8446540575043162,0.4129979035639413,0.3809137105470942,0.4319968553459119,0.2844471713549065,0.2844471713549065,0.8974056603773585,263.0, (1hours)
binary,LightGBM,DBA-style,0.3,0.8449947589098532,0.8446540575043162,0.4126703354297694,0.38064777609925105,0.4323244234800839,0.28489660955715373,0.28489660955715373,0.8974056603773585,263.0, (1hours)
binary,LightGBM,FGSM-SNN,0.05,0.8449947589098532,0.8446540575043162,0.5594208595387841,0.5037560983470137,0.28557389937106914,0.18057631461011364,0.18057631461011364,0.8974056603773585,263.0, (1hours)
binary,LightGBM,FGSM-SNN,0.1,0.8449947589098532,0.8446540575043162,0.6180555555555556,0.5125442737703203,0.2269392033542977,0.057906681938999255,0.057906681938999255,0.8974056603773585,263.0, (1hours)
binary,LightGBM,FGSM-SNN,0.2,0.8449947589098532,0.8446540575043162,0.6272929769392034,0.5071274492206739,0.2177017819706499,0.04268694693741789,0.04268694693741789,0.8974056603773585,263.0, (1hours)
binary,LightGBM,FGSM-SNN,0.3,0.8449947589098532,0.8446540575043162,0.6434748427672956,0.5141885664791884,0.20151991614255768,0.014743045010371676,0.014743045010371676,0.8974056603773585,263.0, (1hours)
binary,LightGBM,PGD-10-SNN,0.05,0.8449947589098532,0.8446540575043162,0.577437106918239,0.5108515654915708,0.2675576519916143,0.1443667639944565,0.1443667639944565,0.8974056603773585,263.0, (1hours)
binary,LightGBM,PGD-10-SNN,0.1,0.8449947589098532,0.8446540575043162,0.6127489517819706,0.49990371781333626,0.23224580712788262,0.057376738961088296,0.057376738961088296,0.8974056603773585,263.0, (1hours)
binary,LightGBM,PGD-10-SNN,0.2,0.8449947589098532,0.8446540575043162,0.6334512578616353,0.5052562478082511,0.21154350104821804,0.028946037521436617,0.028946037521436617,0.8974056603773585,263.0, (1hours)
binary,LightGBM,PGD-10-SNN,0.3,0.8449947589098532,0.8446540575043162,0.6461609014675052,0.5115489752490474,0.19883385744234805,0.008396038952222568,0.008396038952222568,0.8974056603773585,263.0, (1hours)
binary,LightGBM,PGD-20-SNN,0.05,0.8449947589098532,0.8446540575043162,0.5622379454926625,0.5011015697348874,0.28275681341719083,0.1713973493507674,0.1713973493507674,0.8974056603773585,263.0, (1hours)
binary,LightGBM,PGD-20-SNN,0.1,0.8449947589098532,0.8446540575043162,0.6124213836477987,0.49851420213811776,0.23257337526205452,0.057147119125365,0.057147119125365,0.8974056603773585,263.0, (1hours)
binary,LightGBM,PGD-20-SNN,0.2,0.8449947589098532,0.8446540575043162,0.6295859538784068,0.5033182834602334,0.21540880503144655,0.03450665774443222,0.03450665774443222,0.8974056603773585,263.0, (1hours)
binary,LightGBM,PGD-20-SNN,0.3,0.8449947589098532,0.8446540575043162,0.6280791404612159,0.5029011137794469,0.21691561844863733,0.035852436979733095,0.035852436979733095,0.8974056603773585,263.0, (1hours)
